NPI,Total_Payment_USDollars,Interaction,Teaching_Institute
1811200736.0,17526.27,6,6
1811200256.0,13738.5,2,2
1811200033.0,2269.0,1,0
1811199888.0,34053.85,4,1
1811199003.0,13028.12,1,0
1811197478.0,2799267.59,209,0
1811194426.0,222947.02,174,0
1811193337.0,162495.59,252,252
1811191794.0,10453.0,5,0
1811191406.0,36824.4,48,0
1811190457.0,9775.0,2,2
1811190226.0,407873.02,14,0
1811189632.0,11240.0,5,0
1811187909.0,601455.49,207,0
1811187354.0,345048.0,71,0
1811186760.0,17000.0,1,0
1811185135.0,60125.0,7,0
1811180359.0,37694.54,6,0
1811169352.0,525.0,1,1
1811168966.0,8575.0,1,0
1811163793.0,3519.0,2,2
1811163363.0,152805.75,91,0
1811162530.0,138382.88,35,0
1811162506.0,3061.5,4,0
1811162142.0,41181.87,16,0
1811160823.0,7252.0,3,0
1811160609.0,26171.85,4,4
1811160468.0,170536.18,61,0
1811159197.0,4689.5,25,25
1811158488.0,16286.060000000001,3,1
1811158439.0,24230.4,8,0
1811157464.0,48092.72,5,5
1811156284.0,6630.0,2,2
1811156128.0,8026.0,7,4
1811156052.0,42656.74,6,1
1811154347.0,12200.0,3,0
1811152796.0,14912.0,2,2
1811150832.0,85881.6,8,0
1811150816.0,38628.4,6,0
1811150725.0,628126.72,152,0
1811150576.0,901081.52,20,0
1811145535.0,482822.42,2,2
1811143548.0,49805.98,8,3
1811140627.0,36379.0,13,13
1811139470.0,6860.0,3,0
1811138787.0,177940.58000000002,4,0
1811136856.0,19625.4,1,0
1811133697.0,35349.22,2,0
1811130404.0,68000.0,2,2
1811130222.0,27647.1,3,0
1811130040.0,2194.95,2,0
1811128846.0,432851.9,89,60
1811128739.0,20920.0,8,0
1811127665.0,2843335.58,63,0
1811127301.0,1400.0,1,1
1811126246.0,20856.05,2,0
1811126154.0,41008.71,5,0
1811125859.0,11353.02,1,1
1811125701.0,9500.0,1,0
1811124480.0,6949.35,5,0
1811124357.0,18495.0,2,0
1811123300.0,20018.35,4,0
1811123151.0,3260.0,1,1
1811122831.0,79127.17,1,0
1811121981.0,19285.26,14,1
1811109226.0,1718395.68,138,0
1811108475.0,14630.4,3,0
1811106883.0,192509.07,18,0
1811106008.0,384571.02,8,0
1811105372.0,21922.5,7,7
1811102205.0,466679.18,94,88
1811101256.0,116544.81,45,0
1811099534.0,255772.88,15,0
1811095854.0,1109007.5899999999,47,0
1811094261.0,33320.69,1,0
1811093735.0,2943638.52,43,0
1811087463.0,78828.0,15,8
1811086945.0,11880.0,2,0
1811085889.0,66537.68,27,15
1811084981.0,27545.0,4,0
1811084221.0,1946.9,5,0
1811083165.0,9715.0,1,0
1811082290.0,10100.0,126,126
1811081128.0,197416.44999999998,17,1
1811080633.0,34360.38,12,0
1811080419.0,459487.29,44,0
1811078793.0,3246.87,1,1
1811077969.0,34825.0,3,3
1811077837.0,5786.53,4,4
1811077233.0,37090.93,1,0
1811074842.0,78255.39,20,0
1811072457.0,3750.0,1,0
1811068752.0,226703.77,7,7
1811058050.0,15668.04,3,0
1811056567.0,17359.59,3,3
1811052707.0,53599.13,25,19
1811047905.0,500.0,1,1
1811047665.0,3684.38,1,0
1811044787.0,39743.840000000004,3,0
1811042047.0,7519.16,2,0
1811041643.0,157419.0,9,8
1811041411.0,18365.53,2,0
1811037500.0,10583.6,9,0
1811037161.0,85748.5,12,0
1811035256.0,2630.75,5,0
1811033962.0,119722.64,53,53
1811031222.0,36594.8,15,2
1811030430.0,191181.28,16,0
1811029242.0,106817.56,14,0
1811018765.0,28633.91,11,0
1811008501.0,9220.29,1,0
1811004435.0,45780.0,8,0
1811002777.0,961800.49,61,0
1811001738.0,93768.0,14,0
1801997705.0,544045.1,29,17
1801997259.0,544354.56,181,0
1801996442.0,8540.16,11,11
1801996079.0,26110.44,1,0
1801993878.0,357724.77999999997,20,0
1801989041.0,436574.52,45,0
1801987169.0,12855.0,18,0
1801986583.0,26626.0,2,2
1801986278.0,379731.49,61,0
1801984737.0,170937.1,1,1
1801983713.0,198271.9,4,0
1801983408.0,11350.73,21,0
1801980131.0,2891.5,3,0
1801980073.0,294.16,1,0
1801979885.0,180074.75,106,0
1801979059.0,69520.01,17,17
1801977939.0,2924761.72,43,0
1801977640.0,5049.52,4,0
1801976915.0,44325.3,28,28
1801976154.0,169831.0,3,0
1801972773.0,2924129.0500000003,127,127
1801972518.0,50391.98,17,0
1801971551.0,30474.8,1,0
1801968334.0,44677.0,7,0
1801966163.0,30499.68,13,0
1801964333.0,76780.28,3,3
1801958350.0,23137.78,1,0
1801957634.0,12500.0,1,1
1801951116.0,29532.89,9,9
1801941489.0,596.7,1,0
1801939947.0,20084.8,3,1
1801926100.0,8200.0,1,0
1801922604.0,29144.39,3,0
1801921325.0,118294.9,22,0
1801916523.0,60.35,1,1
1801915822.0,1330776.4,7,0
1801911300.0,323877.58,20,19
1801908702.0,591959.72,44,44
1801908223.0,417003.75,131,128
1801908074.0,528011.78,18,0
1801904008.0,203067.2,30,0
1801899422.0,47535.0,6,6
1801898788.0,44660.72,18,0
1801897616.0,15560.0,2,0
1801896303.0,129671.8,12,0
1801896238.0,10041.2,3,0
1801893961.0,2100.0,1,1
1801891288.0,242571.44,58,0
1801890389.0,745458.21,17,0
1801888680.0,79428.95,21,0
1801888607.0,896445.94,51,0
1801887856.0,1082259.41,85,0
1801886650.0,170892.4,44,0
1801885355.0,232145.37,39,0
1801885330.0,23751.45,11,0
1801884382.0,131940.5,30,0
1801884192.0,3850.08,2,0
1801882329.0,35652.4,15,0
1801880786.0,33985.79,13,0
1801879150.0,25314.829999999998,4,4
1801878723.0,742193.38,82,0
1801878509.0,28777.9,4,0
1801877865.0,356161.99,41,0
1801877501.0,876246.24,7,0
1801876560.0,26876.0,1,1
1801875901.0,8000.0,1,1
1801872502.0,238713.53,23,21
1801872353.0,326010.0,12,0
1801871215.0,3215685.64,1282,0
1801870142.0,142545.76,50,50
1801869656.0,75644.56,13,0
1801869391.0,3800.0,1,0
1801869300.0,14714.26,17,0
1801868484.0,109538.99,19,19
1801868294.0,86274.1,34,0
1801868286.0,6029.4,3,0
1801867163.0,3287.0,4,0
1801866363.0,28998.0,160,0
1801865548.0,148633.27,3,2
1801865175.0,11483.82,7,0
1801864020.0,2439.73,2,0
1801863253.0,431058.81,10,0
1801861240.0,357755.26,62,0
1801861216.0,14823.0,8,8
1801860655.0,12949.3,1,1
1801860168.0,59436.43,6,0
1801857750.0,39478.88,4,0
1801857099.0,6225.0,2,2
1801856687.0,66589.24,3,0
1801856026.0,31007.67,1,0
1801854781.0,17450.0,1,0
1801854450.0,604050.62,281,0
1801853171.0,10746.56,6,0
1801852934.0,369599.82,28,0
1801851217.0,81487.04000000001,3,0
1801850854.0,2992982.25,33,0
1801850755.0,13663.0,5,0
1801850573.0,33128.79,8,8
1801850268.0,17936.6,2,1
1801849484.0,744.0,1,1
1801849385.0,31303.0,2,0
1801848783.0,46688.0,7,0
1801848320.0,38772.3,6,0
1801847991.0,1887719.46,85,0
1801845920.0,211805.63,69,0
1801845656.0,87219.5,13,0
1801844238.0,1760.64,1,1
1801843859.0,24308.85,8,0
1801842315.0,3013.4100000000003,2,0
1801842232.0,118945.19,5,3
1801841333.0,2576.6,1,0
1801839758.0,555.0,1,0
1801835756.0,61127.83,19,0
1801835509.0,27062.46,10,0
1801835426.0,1104.0,8,0
1801834866.0,1166.27,2,0
1801834809.0,113789.33,37,0
1801834676.0,317267.07,161,0
1801834544.0,445986.26,102,0
1801833868.0,839.0,4,4
1801833686.0,455954.55,37,0
1801833561.0,101733.66,14,0
1801832589.0,326.0,2,2
1801831870.0,147080.91999999998,5,0
1801829775.0,3052088.32,123,1
1801829114.0,338482.66,58,0
1801829007.0,710247.07,55,55
1801827977.0,110153.89,3,0
1801827597.0,568873.13,66,66
1801827308.0,136409.13,13,13
1801826383.0,128714.16,16,0
1801824685.0,981020.45,5,0
1801824339.0,10840.17,5,3
1801824321.0,614098.88,52,52
1801822622.0,53250.89,31,0
1801822564.0,5525.0,7,0
1801822457.0,2875.0,3,0
1801821756.0,12000.0,1,0
1801819990.0,45020.54,13,0
1801818026.0,42411.0,11,0
1801817523.0,1709999.44,67,0
1801817390.0,32094.0,5,5
1801817226.0,9750.0,3,0
1801816764.0,78284.0,12,0
1801816715.0,3058.8,1,0
1801816681.0,1061707.88,149,3
1801816251.0,89682.26,9,0
1801816236.0,3201.14,28,16
1801816095.0,103205.29,16,0
1801815469.0,92120.4,16,16
1801814363.0,219236.25,79,0
1801814322.0,21974.2,7,2
1801814033.0,533106.07,33,0
1801813886.0,21849.75,1,1
1801813480.0,94519.62,44,0
1801812359.0,176741.16,3,0
1801812128.0,65296.75,14,8
1801812037.0,15973.72,55,55
1801809256.0,233520.31,40,6
1801808670.0,150000.0,2,0
1801806070.0,458.5,1,0
1801805791.0,1202122.3900000001,74,0
1801805429.0,1479.0,1,0
1801804976.0,50661.229999999996,4,0
1801803127.0,11685.86,5,0
1801802996.0,8858.11,3,3
1801802335.0,5775.0,2,0
1801802186.0,353877.55,12,5
1801801311.0,732339.75,28,25
1801552955.0,4650.0,1,0
1801462809.0,187994.3,2,0
1801453493.0,139589.16,172,0
1801394663.0,92280.0,19,19
1801393798.0,945806.55,22,0
1801380480.0,2691.0,1,0
1801366141.0,44863.0,4,0
1801291299.0,19500.0,1,0
1801282017.0,2000.0,1,1
1801281894.0,20604.0,2,0
1801278734.0,1944.0,14,14
1801277371.0,3485.0,1,0
1801273859.0,63864.91,1,0
1801259569.0,17683.78,2,0
1801246129.0,2820.0,1,0
1801239439.0,1936.84,1,0
1801237946.0,6210.0,4,0
1801235833.0,108150.0,3,0
1801229109.0,56273.59,6,0
1801224308.0,535578.35,5,0
1801216221.0,10578.44,7,0
1801215926.0,2118.3,23,0
1801214903.0,42714.7,13,0
1801214267.0,11082.84,13,0
1801211958.0,6376.860000000001,3,3
1801206776.0,5000.0,1,1
1801205208.0,455866.79000000004,2,0
1801200944.0,64526.0,11,0
1801200019.0,33750.0,2,0
1801195029.0,33210.24,1,1
1801195011.0,11104.85,4,4
1801188172.0,331332.46,37,0
1801185822.0,32782.0,9,0
1801184296.0,5298.5,5,5
1801182977.0,47887.5,2,2
1801180351.0,1279204.31,38,36
1801174792.0,3247.5,3,0
1801168224.0,4000.0,1,0
1801162870.0,46983.85,13,0
1801161906.0,40876.17,9,0
1801160874.0,20125.0,1,1
1801159967.0,30208.06,3,0
1801158548.0,19681.47,1,0
1801154711.0,270985.04,1,0
1801152160.0,15000.0,1,0
1801151352.0,207582.98,32,0
1801150313.0,18200.0,1,1
1801143722.0,109350.48,4,3
1801132121.0,532221.53,128,0
1801123997.0,12499.0,1,1
1801114285.0,120524.95,25,0
1801113873.0,8120.0,2,2
1801112503.0,3345.0,1,1
1801109277.0,26475.239999999998,11,0
1801108279.0,15547.27,1,1
1801107867.0,52998.0,7,0
1801107859.0,17150.0,3,0
1801107636.0,16208.66,6,0
1801103205.0,3963.6,4,0
1801102470.0,2650.0,4,4
1801097662.0,86662.74,12,0
1801097266.0,33129.53,25,0
1801096219.0,53146.090000000004,4,0
1801094719.0,83016.74,14,13
1801093943.0,1845776.64,90,0
1801092960.0,36562.05,27,0
1801092705.0,531646.3400000001,12,1
1801090964.0,69550.03,25,0
1801090659.0,73997.88,1,0
1801088638.0,41.26,1,0
1801086202.0,4470.0,9,3
1801079884.0,46359.7,9,0
1801076633.0,169355.09,27,27
1801074711.0,5202.93,3,0
1801074661.0,34000.0,11,11
1801069356.0,114628.9,25,25
1801068234.0,10154.25,1,0
1801067954.0,14306.85,7,7
1801067897.0,102141.16,14,14
1801063094.0,17797.79,1,0
1801061510.0,3000.0,1,1
1801060454.0,17914.989999999998,2,0
1801059464.0,50067.25,7,0
1801059266.0,8783.28,6,0
1801058482.0,24160.0,2,2
1801058243.0,343858.18,102,0
1801057310.0,3826.5,2,2
1801057203.0,28423.0,13,9
1801056676.0,13150.0,1,0
1801055843.0,23132.05,1,0
1801055595.0,272431.76,13,3
1801054580.0,20165.0,17,8
1801054382.0,14200.0,4,0
1801053822.0,9400.0,1,0
1801052659.0,398468.57,2,0
1801051909.0,9200.0,5,0
1801048285.0,253710.49,2,0
1801045356.0,382268.91,8,0
1801044342.0,1493.3,4,0
1801031612.0,11667.42,5,5
1801030960.0,160735.51,20,0
1801030226.0,80020.61,8,0
1801027644.0,22474.14,18,7
1801025697.0,38170.0,7,7
1801025648.0,6838.15,10,0
1801024161.0,219811.82,1,1
1801023841.0,160680.5,6,0
1801023122.0,15803.06,1,0
1801022520.0,19056.0,7,0
1801020987.0,153118.15,103,0
1801019617.0,30334.7,10,0
1801018809.0,8580.0,2,0
1801018221.0,48378.48,14,0
1801015136.0,55386.39,41,0
1801014501.0,88225.7,10,10
1801013842.0,73616.4,4,4
1801006671.0,34981.520000000004,2,2
1801006325.0,179584.38,71,0
1801005855.0,7500.0,1,0
1801004932.0,1300847.3,2,0
1801004825.0,566608.98,224,0
1801004106.0,1853668.87,5,0
1801003199.0,9576.56,3,0
1801002779.0,178082.78,15,0
1801002399.0,10920.59,1,0
1801002134.0,18061.5,5,0
1801002076.0,43353.79,8,0
1801000880.0,53597.0,1,0
1801000260.0,1958637.6,104,65
1790999829.0,9575.0,1,0
1790999175.0,51572.3,2,2
1790997054.0,9199.0,11,11
1790994754.0,4000.0,1,1
1790990851.0,7114412.56,639,0
1790988053.0,597399.65,57,0
1790987964.0,310371.92,89,7
1790986339.0,11668.34,4,0
1790984003.0,24217.0,3,0
1790983625.0,21450.0,1,1
1790982031.0,1297948.07,154,149
1790980993.0,2200.53,1,1
1790980613.0,133333.16,2,2
1790980316.0,172387.32,34,0
1790980209.0,340217.08999999997,11,0
1790979979.0,50750.090000000004,23,23
1790979383.0,51739.0,8,0
1790978187.0,364141.32,9,0
1790977650.0,702823.35,47,47
1790976363.0,623872.51,3,0
1790975019.0,35303.0,5,0
1790969780.0,308557.5,4,4
1790967164.0,8325.12,1,0
1790957991.0,21458.0,4,4
1790957520.0,16655.0,7,0
1790956324.0,74928.0,4,0
1790955623.0,975089.59,40,34
1790951325.0,229391.1,18,18
1790950863.0,1770948.61,86,0
1790950012.0,30600.96,4,0
1790949873.0,196929.19999999998,18,0
1790949600.0,9857.67,2,0
1790949485.0,301831.71,220,0
1790949378.0,108342.77,3,2
1790948271.0,222722.07,16,15
1790947224.0,263399.44,8,0
1790947083.0,101985.48,6,0
1790946903.0,87571.5,6,4
1790946200.0,2795.38,1,0
1790946168.0,213837.0,22,0
1790946051.0,554217.02,29,0
1790945871.0,49452.37,12,12
1790945764.0,15350.0,1,0
1790944056.0,15000.0,1,0
1790943983.0,21550.0,4,0
1790943777.0,62318.89,8,0
1790943314.0,81128.92,3,0
1790942555.0,114.44,1,0
1790941722.0,214228.2,2,0
1790941052.0,44361.0,8,2
1790940385.0,948051.24,5,2
1790938843.0,50253.88,7,3
1790938538.0,170084.61,38,0
1790937175.0,25911.5,6,6
1790936540.0,48747.15,5,0
1790936409.0,1056.76,2,2
1790934800.0,27630.88,4,4
1790934149.0,295481.74,41,40
1790933778.0,20910.8,1,0
1790933588.0,9962.97,1,0
1790932630.0,15500.0,1,0
1790931384.0,1454030.27,35,0
1790930477.0,820.0,2,0
1790929529.0,32000.440000000002,7,0
1790929453.0,142478.1,4,4
1790929230.0,33629.0,14,0
1790928729.0,96383.3,22,22
1790928364.0,23481.75,1,1
1790927820.0,70991.13,6,5
1790926434.0,223417.55,1,0
1790919744.0,78254.28,4,0
1790919173.0,61948.0,45,0
1790915973.0,67570.0,11,0
1790915528.0,108263.44,29,29
1790914299.0,2725.0,3,3
1790913994.0,549184.2,54,0
1790912665.0,15620.0,12,0
1790912251.0,71066.46,10,0
1790911196.0,918242.65,26,26
1790909711.0,77750.37,35,0
1790907962.0,18119.0,1,1
1790902393.0,39767.0,22,0
1790899185.0,674948.5599999999,85,0
1790898807.0,11795.0,6,0
1790896157.0,39557.520000000004,9,6
1790896041.0,307629.83,55,55
1790895969.0,45635.18,26,0
1790893741.0,13898.48,2,0
1790893287.0,4114.89,1,0
1790885937.0,13067.0,2,0
1790885697.0,34909.35,2,2
1790885374.0,13329.84,3,0
1790881159.0,1415037.36,115,0
1790881019.0,22401.46,10,0
1790876886.0,144440.56,14,0
1790876696.0,5640.0,20,20
1790876043.0,119539.13,34,13
1790875540.0,8115.0,3,3
1790875342.0,11696.66,10,0
1790873065.0,190061.35,76,0
1790872653.0,896969.72,35,26
1790872430.0,7496.5,6,0
1790870178.0,4889.13,14,12
1790869691.0,2012896.77,12,4
1790869147.0,7193.16,3,0
1790869139.0,2682.17,1,0
1790866747.0,1242.4,1,0
1790865806.0,43589.0,3,0
1790865053.0,124503.64,6,0
1790860518.0,76845.09,14,14
1790858942.0,592359.31,40,10
1790857316.0,588591.94,68,0
1790855815.0,334.0,1,0
1790855534.0,48777.88,3,0
1790854859.0,673739.0,2,2
1790848570.0,50230.0,6,2
1790846947.0,434220.7,110,0
1790846848.0,236477.71,2,0
1790846012.0,61645.5,7,0
1790845774.0,40267.5,4,0
1790841534.0,33469.0,48,0
1790837482.0,8591.88,1,1
1790837433.0,8893.2,1,0
1790836997.0,2014.2,2,0
1790836674.0,154246.65,19,19
1790833762.0,2547.0,2,0
1790833663.0,7177.0,1,0
1790832657.0,93115.59999999999,3,3
1790831311.0,24112.95,8,0
1790830032.0,31900.0,5,0
1790827640.0,823027.23,121,0
1790826923.0,13141.56,6,0
1790822054.0,2630757.7399999998,54,0
1790820744.0,11272.8,2,0
1790819332.0,3740746.66,621,0
1790818607.0,64862.0,12,0
1790813137.0,316478.29,93,7
1790811438.0,62664.049999999996,6,0
1790809317.0,156899.02000000002,20,0
1790808616.0,10630.0,1,1
1790805273.0,20020.879999999997,2,0
1790802429.0,4275.0,2,0
1790797561.0,67474.0,5,5
1790797454.0,73447.3,16,0
1790796555.0,10796.3,28,28
1790796233.0,24404.5,9,0
1790795318.0,63205.0,4,0
1790793578.0,357637.74,39,0
1790793487.0,27522.510000000002,6,0
1790793271.0,217823.26,2,2
1790789576.0,79908.28,12,0
1790789527.0,1000.0,1,0
1790789345.0,5555.75,6,0
1790787687.0,188690.36000000002,59,0
1790787612.0,305158.89,6,0
1790786887.0,3116.9,5,0
1790786812.0,634.0,2,0
1790786648.0,461085.61,84,4
1790784957.0,148942.54,64,0
1790782860.0,9067.0,5,5
1790781979.0,60172.63,4,0
1790779957.0,49668.02,4,1
1790778595.0,94020.71,21,6
1790778009.0,12850.7,4,0
1790777829.0,332617.99,45,3
1790776276.0,25917.1,4,0
1790775542.0,242051.97,189,0
1790775427.0,22396.0,1,0
1790774701.0,33331.11,4,4
1790774123.0,267516.68,8,0
1790773356.0,147320.61,23,16
1790773240.0,65805.8,14,0
1790772978.0,25300.34,6,0
1790772671.0,1644556.74,23,0
1790772069.0,546192.6,89,0
1790771848.0,342815.85,22,0
1790771517.0,7026.0,4,0
1790770931.0,11950.0,1,1
1790770329.0,5524.0,5,0
1790770170.0,619100.04,26,0
1790769966.0,74976.89000000001,2,2
1790768901.0,45723.0,23,0
1790768679.0,1977.0,3,0
1790766178.0,50704.26,2,0
1790765949.0,135570.25,5,5
1790764223.0,132949.3,6,0
1790763936.0,1095.15,1,1
1790763654.0,585823.05,88,0
1790763019.0,92896.87,26,0
1790762961.0,48709.2,5,0
1790762763.0,63362.92,29,0
1790762615.0,57625.5,25,0
1790762136.0,26070.0,17,3
1790761666.0,834.0,2,0
1790761344.0,46678.0,1,1
1790760783.0,85917.08,3,0
1790760551.0,33625.0,11,0
1790760494.0,11450.75,7,0
1790760478.0,7055.0,2,0
1790759157.0,576.38,1,1
1790758688.0,93746.0,16,0
1790758605.0,34197.6,1,1
1790757516.0,3895.0,3,3
1790756955.0,1664.31,2,0
1790756799.0,57486.630000000005,6,6
1790756690.0,105867.52,2,1
1790753630.0,13943.27,2,0
1790753325.0,155950.0,1,0
1790753010.0,45704.590000000004,13,0
1790752285.0,214809.80000000002,6,0
1790751410.0,274656.4,13,3
1790751360.0,75592.79,8,0
1790750099.0,1519.2,1,1
1790749661.0,3650.0,2,0
1790749422.0,188171.0,1,0
1790749182.0,699501.76,52,0
1790748796.0,13891.89,52,0
1790748267.0,120.0,1,1
1790748259.0,99880.96,30,30
1790746154.0,1000.0,3,3
1790745412.0,21050.309999999998,2,0
1790744860.0,141.26,4,0
1790744746.0,12038.0,8,0
1790744399.0,231773.14,5,0
1790743615.0,1012.5,1,0
1790743300.0,376107.49,164,0
1790742245.0,776460.53,10,0
1790741841.0,15582.0,1,0
1790741312.0,226130.8,167,0
1790741122.0,509816.84,37,0
1790741106.0,130855.0,6,6
1790738680.0,6750.0,3,3
1790738615.0,7765.18,9,0
1790735686.0,10675.0,5,3
1790734630.0,9275.0,7,0
1790734564.0,35148.49,43,43
1790733814.0,21515.65,14,0
1790733590.0,41313.78,72,0
1790733186.0,5706.28,1,0
1790733053.0,7162.77,1,1
1790732543.0,250494.51,50,47
1790731925.0,15427.95,5,4
1790729317.0,106399.04,22,0
1790727709.0,2123944.81,435,1
1790727469.0,46466.06,25,12
1790727030.0,1880775.8,767,0
1790726255.0,23538.57,10,0
1790725125.0,2958.0,3,0
1790724409.0,18188.0,11,0
1790724326.0,240595.24,313,0
1790723484.0,3950.0,3,0
1790722304.0,542823.36,24,0
1790721488.0,107927.51,12,0
1790721421.0,52824.15,3,0
1790721116.0,88403.85,11,0
1790720308.0,26736.1,1,1
1790720001.0,15777.720000000001,4,0
1790717304.0,280248.49,21,0
1790717007.0,27360.0,1,1
1790716926.0,787133.91,46,34
1790715894.0,2000.0,1,0
1790715423.0,134305.47,42,0
1790715399.0,3494387.43,6,0
1790715324.0,208324.64,53,0
1790715167.0,18215.6,8,0
1790715126.0,53991.5,6,0
1790714400.0,33972.0,5,5
1790713949.0,149882.75,23,0
1790713477.0,72355.69,39,37
1790712750.0,7255.0,1,0
1790711729.0,2345.0,1,0
1790710531.0,6136.0,1,1
1790710283.0,12972.41,11,0
1790707826.0,3284.0,2,0
1790707263.0,72598.7,18,0
1790707065.0,116265.17,28,1
1790705978.0,94248.29,17,9
1790705861.0,17128.12,7,0
1790703742.0,566207.52,33,30
1790703312.0,7142.5,1,0
1790703270.0,60458.32,10,0
1790702751.0,382005.24,44,0
1790702603.0,94715.09,15,15
1790701050.0,494128.32,48,0
1790483832.0,8910.0,1,0
1790420685.0,325.0,1,0
1790282846.0,85773.5,16,16
1790282499.0,31477.32,17,0
1790270247.0,2475.0,1,1
1790236727.0,7874.0,2,0
1790223527.0,24363.14,5,3
1790210300.0,2673.0,1,1
1790199719.0,68316.88,2,1
1790199271.0,14200.0,1,0
1790190585.0,9016.2,2,0
1790190429.0,9500.0,1,0
1790174332.0,15719.64,4,3
1790148088.0,4423.42,1,1
1790136182.0,46387.85,1,0
1790132165.0,8905.86,8,0
1790131613.0,20536.0,8,0
1790129625.0,2270.0,2,0
1790124675.0,48277.479999999996,2,0
1790123875.0,83500.0,5,5
1790123792.0,423087.02999999997,41,1
1790123560.0,42442.4,1,0
1790123339.0,83128.48,3,0
1790117562.0,37984.64,2,0
1790114270.0,6391.56,2,0
1790104115.0,82231.22,2,0
1790103315.0,323469.87,4,0
1790103042.0,41821.13,2,0
1790102028.0,306548.82,5,0
1790097541.0,36195.49,4,4
1790097376.0,165012.0,4,0
1790097350.0,32336.2,10,10
1790097053.0,13000.0,1,1
1790097004.0,249422.81,6,0
1790094423.0,22154.2,7,7
1790089936.0,679.02,2,2
1790084408.0,75132.58,13,4
1790084051.0,184308.0,2,1
1790082550.0,15000.0,1,1
1790079366.0,51649.0,19,19
1790079184.0,845235.43,721,0
1790077634.0,1048114.92,26,0
1790076404.0,1675.0,2,2
1790075950.0,178993.63,8,0
1790075026.0,94957.97,11,0
1790074276.0,6500.0,1,1
1790071645.0,18386.9,6,6
1790063899.0,4120.0,4,0
1790049161.0,35730.34,18,18
1790048916.0,15823.5,1,0
1790044626.0,1132638.34,36,0
1790044238.0,60673.9,3,1
1790043107.0,5250.0,1,1
1790040632.0,32584.0,1,1
1790032423.0,163712.4,2,0
1790028801.0,840.0,1,0
1790027902.0,35301.4,1,0
1790027878.0,2176.2,1,0
1790027589.0,62520.479999999996,4,0
1790018000.0,737990.07,99,0
1790014595.0,19113.29,9,7
1790012870.0,41056.0,8,0
1790010874.0,73171.3,27,27
1790006997.0,36010.08,5,1
1790006948.0,380476.83,1,0
1790006658.0,141825.53,21,0
1790006039.0,38470.57,4,2
1790006013.0,6500.0,6,0
1790004539.0,7829.8099999999995,3,1
1790002129.0,13375.0,4,0
1790002046.0,44453.9,1,1
1780999326.0,29161.28,3,0
1780998229.0,2362.5,1,1
1780997585.0,51569.33,4,2
1780995803.0,34813.04,7,0
1780990481.0,482662.63,24,22
1780989376.0,194957.16999999998,6,0
1780989111.0,8970.5,2,0
1780983908.0,31347.4,25,0
1780979070.0,55096.909999999996,11,11
1780978924.0,13404.57,14,14
1780978114.0,9250.0,1,0
1780977553.0,95272.12,27,26
1780975839.0,12000.0,2,0
1780975342.0,10000.0,1,0
1780973438.0,39500.27,1,0
1780973271.0,924484.36,15,0
1780970772.0,1651.68,1,0
1780964767.0,903319.11,4,2
1780962167.0,7765.18,9,0
1780959429.0,87426.98,81,0
1780959023.0,144974.35,16,0
1780952762.0,103309.68,1,0
1780950048.0,12142.9,2,0
1780949545.0,12740.84,3,3
1780948299.0,107422.83,9,4
1780946160.0,137409.38999999998,76,0
1780944876.0,11700.0,1,0
1780943860.0,134751.15,24,0
1780940320.0,37199.15,1,0
1780939868.0,519777.0,74,0
1780939751.0,33611.409999999996,21,8
1780927244.0,301744.15,43,0
1780923169.0,157362.21,44,0
1780914283.0,3830.83,1,0
1780908400.0,59328.0,12,0
1780905901.0,111799.88,16,2
1780901561.0,859393.0,40,1
1780900738.0,26318.5,1,0
1780899179.0,83371.12,1,0
1780898304.0,24090.0,1,0
1780896381.0,17364.43,1,0
1780893982.0,174156.51,7,7
1780892794.0,23240.5,1,0
1780889618.0,16080.0,2,0
1780889139.0,22812.26,4,4
1780888974.0,132050.9,157,0
1780888644.0,27191.0,2,0
1780887877.0,61698.6,9,0
1780886192.0,30798.59,8,8
1780885921.0,30810.0,2,0
1780885855.0,18522.38,5,0
1780883082.0,7233.55,6,0
1780880633.0,34329.0,11,0
1780880476.0,171273.55,40,0
1780879940.0,469632.49,9,0
1780876722.0,260000.0,1,0
1780875658.0,32274.24,3,0
1780874909.0,102848.0,13,0
1780874883.0,37842.0,8,4
1780874875.0,28831.57,3,3
1780874578.0,14000.0,1,0
1780873398.0,67582.21,1,0
1780870816.0,27084.82,20,0
1780870428.0,202666.13,3,0
1780869743.0,1920.0,1,0
1780868950.0,153243.0,7,0
1780863340.0,1154104.78,3,0
1780863332.0,606882.95,203,0
1780858613.0,41464.84,3,0
1780858225.0,58159.72,12,12
1780857979.0,193462.0,14,0
1780857573.0,5940.0,1,0
1780857375.0,7101.81,4,0
1780857268.0,21000.0,1,1
1780856971.0,68020.0,64,0
1780854703.0,34462.37,5,0
1780852111.0,31460.68,9,0
1780849877.0,3492.7,4,0
1780846717.0,110604.75,11,11
1780846360.0,47892.07,2,2
1780845032.0,140518.36,91,5
1780842872.0,227830.5,67,67
1780842450.0,70480.68,4,4
1780841189.0,16130.0,2,2
1780840603.0,8450.0,1,0
1780835769.0,134695.53,34,0
1780835447.0,3116.81,4,0
1780833459.0,20344.8,11,11
1780833285.0,1720.0,1,1
1780832469.0,1460.0,1,1
1780830083.0,50040.0,11,0
1780829374.0,637287.24,179,69
1780827303.0,46283.84,7,7
1780826867.0,168470.19,11,0
1780822478.0,8955.0,8,0
1780818518.0,51453.700000000004,9,9
