Physician_NPI,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Total_Invested_USDollars,Total_Earnings,Interaction
1356304398.0,"SN Holdings, LLC",0.0,80182.17,2
1356304497.0,"SN Holdings, LLC",0.0,80182.17,2
1366464257.0,"SN Holdings, LLC",0.0,80182.17,2
1376506477.0,"SN Holdings, LLC",0.0,80182.17,2
1386700789.0,"SN Holdings, LLC",0.0,80182.17,2
1407026487.0,"SN Holdings, LLC",0.0,80182.17,2
1407808991.0,"SN Holdings, LLC",0.0,80182.17,2
1407874852.0,"SN Holdings, LLC",0.0,80182.17,2
1437106820.0,"SN Holdings, LLC",0.0,80182.17,2
1437318557.0,"SN Holdings, LLC",0.0,80182.17,2
1457308843.0,"SN Holdings, LLC",0.0,80182.17,2
1508812991.0,"SN Holdings, LLC",0.0,80182.17,2
1508817412.0,"SN Holdings, LLC",0.0,80182.17,2
1528011129.0,"SN Holdings, LLC",0.0,80182.17,2
1528015914.0,"SN Holdings, LLC",0.0,80182.17,2
1548343064.0,"SN Holdings, LLC",0.0,80182.17,2
1558324657.0,"SN Holdings, LLC",0.0,80182.17,2
1558346809.0,"SN Holdings, LLC",0.0,80182.17,2
1578547287.0,"SN Holdings, LLC",0.0,80182.17,2
1578584959.0,"SN Holdings, LLC",0.0,80182.17,2
1639126022.0,"SN Holdings, LLC",0.0,80182.17,2
1649237066.0,"SN Holdings, LLC",0.0,80182.17,2
1699727370.0,"SN Holdings, LLC",0.0,80182.17,2
1700951456.0,"SN Holdings, LLC",0.0,80182.17,2
1710940812.0,"SN Holdings, LLC",0.0,80182.17,2
1720035116.0,"SN Holdings, LLC",0.0,80182.17,2
1740243906.0,"SN Holdings, LLC",0.0,80182.17,2
1760466486.0,"SN Holdings, LLC",0.0,80182.17,2
1851494777.0,"SN Holdings, LLC",0.0,80182.17,2
1871732503.0,"SN Holdings, LLC",0.0,80182.17,2
1912176702.0,"SN Holdings, LLC",0.0,80182.17,2
1982661211.0,"SN Holdings, LLC",0.0,80182.17,2
1992951586.0,"SN Holdings, LLC",0.0,80182.17,2
1669524559.0,Valencia Technologies Corporation,30038.45,80105.45,1
1225097454.0,Innovation Technologies Inc,8.01,80100.0,1
1417952581.0,Innovation Technologies Inc,8.01,80100.0,1
1811977382.0,Innovation Technologies Inc,8.01,80100.0,1
1881773778.0,Innovation Technologies Inc,8.01,80100.0,1
1477685790.0,Catalyst Orthoscience,80000.0,80000.0,1
1821067596.0,Lazurite Inc.,0.0,80000.0,1
1629166202.0,The North Carolina Mutual Wholesale Drug Company Inc,0.0,79781.0,1
1891802989.0,Responsive Arthroscopy Inc,0.0,79407.24,1
1962491571.0,VEO Ophthalmics,0.0,79267.0,1
1588660880.0,Innovation Technologies Inc,8.01,79254.0,1
1205944303.0,Catalyst Orthoscience,0.0,78596.82,1
1073535597.0,Lazurite Inc.,15000.0,78537.15,1
1700033743.0,Lazurite Inc.,0.0,78413.0,1
1225039753.0,Responsive Arthroscopy Inc,0.0,78164.79,1
1316902372.0,"Spinal Simplicity, LLC",0.0,78100.0,1
1710964903.0,Vektor Medical Inc.,99999.67,77114.0,1
1871520593.0,"Spinal Simplicity, LLC",0.0,76467.0,1
1669431243.0,New Wave Endo-Surgical Corp.,76000.0,76000.0,1
1215930912.0,Kalitec Direct LLC,0.0,75717.55,1
1467453886.0,Kalitec Direct LLC,0.0,75717.55,1
1154364669.0,Responsive Arthroscopy Inc,0.0,75564.72,1
1104148014.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1114994274.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1487642492.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1578587366.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1609834217.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1669426078.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1669661849.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1750379764.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1912983818.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1952350829.0,"SN Holdings, LLC",0.0,75371.23999999999,2
1063572238.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1174540751.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1205037587.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1306862206.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1306956065.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1346300530.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1497771182.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1730370743.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1740596105.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1780604454.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1801815519.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1801815592.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1891712477.0,"SN Holdings, LLC",0.0,75371.20999999999,2
1013983741.0,"SN Holdings, LLC",0.0,75371.17,2
1093737538.0,"SN Holdings, LLC",0.0,75371.17,2
1184818551.0,"SN Holdings, LLC",0.0,75371.17,2
1205975224.0,"SN Holdings, LLC",0.0,75371.17,2
1225050768.0,"SN Holdings, LLC",0.0,75371.17,2
1275654246.0,"SN Holdings, LLC",0.0,75371.17,2
1295757607.0,"SN Holdings, LLC",0.0,75371.17,2
1346260361.0,"SN Holdings, LLC",0.0,75371.17,2
1407877970.0,"SN Holdings, LLC",0.0,75371.17,2
1578583423.0,"SN Holdings, LLC",0.0,75371.17,2
1619053410.0,"SN Holdings, LLC",0.0,75371.17,2
1659457455.0,"SN Holdings, LLC",0.0,75371.17,2
1679694822.0,"SN Holdings, LLC",0.0,75371.17,2
1841345709.0,"SN Holdings, LLC",0.0,75371.17,2
1861414302.0,"SN Holdings, LLC",0.0,75371.17,2
1912978511.0,"SN Holdings, LLC",0.0,75371.17,2
1922028828.0,"SN Holdings, LLC",0.0,75371.17,2
1952323362.0,"SN Holdings, LLC",0.0,75371.17,2
1972764496.0,"SN Holdings, LLC",0.0,75371.17,2
1023091667.0,"SN Holdings, LLC",0.0,75370.72,2
1053397851.0,"SN Holdings, LLC",0.0,75370.72,2
1073577045.0,"SN Holdings, LLC",0.0,75370.72,2
1104806207.0,"SN Holdings, LLC",0.0,75370.72,2
1184680654.0,"SN Holdings, LLC",0.0,75370.72,2
1275599219.0,"SN Holdings, LLC",0.0,75370.72,2
1285602151.0,"SN Holdings, LLC",0.0,75370.72,2
1295765402.0,"SN Holdings, LLC",0.0,75370.72,2
1295839827.0,"SN Holdings, LLC",0.0,75370.72,2
1376706630.0,"SN Holdings, LLC",0.0,75370.72,2
1396776209.0,"SN Holdings, LLC",0.0,75370.72,2
1396859039.0,"SN Holdings, LLC",0.0,75370.72,2
1447451554.0,"SN Holdings, LLC",0.0,75370.72,2
1518947613.0,"SN Holdings, LLC",0.0,75370.72,2
1528216108.0,"SN Holdings, LLC",0.0,75370.72,2
1548279797.0,"SN Holdings, LLC",0.0,75370.72,2
1558356253.0,"SN Holdings, LLC",0.0,75370.72,2
1558399816.0,"SN Holdings, LLC",0.0,75370.72,2
1568412716.0,"SN Holdings, LLC",0.0,75370.72,2
1568455327.0,"SN Holdings, LLC",0.0,75370.72,2
1629032115.0,"SN Holdings, LLC",0.0,75370.72,2
1649271123.0,"SN Holdings, LLC",0.0,75370.72,2
1669403432.0,"SN Holdings, LLC",0.0,75370.72,2
1700060704.0,"SN Holdings, LLC",0.0,75370.72,2
1710943220.0,"SN Holdings, LLC",0.0,75370.72,2
1710996962.0,"SN Holdings, LLC",0.0,75370.72,2
1770563173.0,"SN Holdings, LLC",0.0,75370.72,2
1801841523.0,"SN Holdings, LLC",0.0,75370.72,2
1851309041.0,"SN Holdings, LLC",0.0,75370.72,2
1861472961.0,"SN Holdings, LLC",0.0,75370.72,2
1871575100.0,"SN Holdings, LLC",0.0,75370.72,2
1881640746.0,"SN Holdings, LLC",0.0,75370.72,2
1891955233.0,"SN Holdings, LLC",0.0,75370.72,2
1922277268.0,"SN Holdings, LLC",0.0,75370.72,2
1932176195.0,"SN Holdings, LLC",0.0,75370.72,2
1942248794.0,"SN Holdings, LLC",0.0,75370.72,2
1952381063.0,"SN Holdings, LLC",0.0,75370.72,2
1982643235.0,"SN Holdings, LLC",0.0,75370.72,2
1164427621.0,"SN Holdings, LLC",0.0,75352.94,2
1497750970.0,"SN Holdings, LLC",0.0,75352.94,2
1780651489.0,"SN Holdings, LLC",0.0,75352.94,2
1902801467.0,"SN Holdings, LLC",0.0,75352.94,2
1699770107.0,"SN Holdings, LLC",0.0,75352.92000000001,2
1487611299.0,"Vantis Vascular, Inc.",75001.0,75001.0,1
1982999199.0,"Provisio Medical, Inc.",0.0,75001.0,1
1225060684.0,"Seigla Medical, Inc.",75000.6,75000.6,1
1063608875.0,Lazurite Inc.,0.0,75000.0,1
1154505089.0,Gramercy Extremity Orthopedics LLC,75000.0,75000.0,1
1386842136.0,Valencia Technologies Corporation,0.0,75000.0,1
1497915698.0,Gramercy Extremity Orthopedics LLC,75000.0,75000.0,1
1518947530.0,DuraStat LLC,0.0,75000.0,1
1629165378.0,"Vantis Vascular, Inc.",75000.0,75000.0,1
1669695920.0,Valencia Technologies Corporation,0.0,75000.0,1
1710154927.0,"Vantis Vascular, Inc.",75000.0,75000.0,1
1760465686.0,Lazurite Inc.,50000.0,75000.0,1
1922341601.0,Lazurite Inc.,75000.0,75000.0,1
1962481499.0,"Centinel Spine, LLC",0.0,75000.0,2
1467417949.0,Convergent Dental Inc.,0.0,74991.16,1
1104264845.0,"Spinal Simplicity, LLC",0.0,74736.87,1
1285607747.0,"Spinal Simplicity, LLC",0.0,74736.87,1
1952696635.0,"Spinal Simplicity, LLC",0.0,74736.87,1
1790799872.0,"ENDOTRONIX, INC.",0.0,74618.3,1
1568634681.0,Scientia Vascular,39965.64,74575.88,1
1750348777.0,The North Carolina Mutual Wholesale Drug Company Inc,0.0,74366.0,1
1770524324.0,"Amplify Surgical, Inc.",50000.0,73852.98,1
1669400362.0,"BrainScope Company, Inc.",22000.0,73652.61,1
1972581437.0,ClearFlow Inc.,73358.22,73358.22,1
1124076062.0,Valencia Technologies Corporation,0.0,72000.0,1
1649224635.0,The North Carolina Mutual Wholesale Drug Company Inc,0.0,71839.0,1
1184636425.0,"Providence Medical Technology, Inc.",71792.28,71792.28,1
1154441608.0,US Retina LLC,41544.0,71640.0,1
1588636484.0,US Retina LLC,41544.0,71640.0,1
1730224304.0,Pediatric Alliance LLC,0.0,71365.74,1
1821133489.0,Pediatric Alliance LLC,0.0,71365.74,1
1659325454.0,US Retina LLC,41544.0,71357.0,1
1821201088.0,US Retina LLC,41544.0,71357.0,1
1053361022.0,"HeartFlow, Inc.",0.0,71350.0,1
1811926017.0,"Zimmer Biomet Holdings, Inc.",83501.86,71194.62,1
1477535649.0,"Spinal Simplicity, LLC",0.0,71000.0,1
1881702751.0,"Spinal Simplicity, LLC",0.0,71000.0,1
1295837466.0,US Retina LLC,41544.0,70789.0,1
1821091182.0,US Retina LLC,41544.0,70789.0,1
1902809247.0,US Retina LLC,41544.0,70789.0,1
1902809262.0,US Retina LLC,41544.0,70789.0,1
1700863404.0,The North Carolina Mutual Wholesale Drug Company Inc,0.0,70756.0,1
1588635353.0,Augmedics Inc.,0.0,70507.42,1
1427255876.0,"OMNIlife science, Inc",50648.75,70077.5,1
1497729081.0,New Wave Endo-Surgical Corp.,70000.0,70000.0,1
1972866275.0,Gramercy Extremity Orthopedics LLC,70000.0,70000.0,1
1972820058.0,Vektor Medical Inc.,70000.0,69804.48,1
1033257746.0,US Retina LLC,0.0,69774.0,1
1083806863.0,US Retina LLC,0.0,69774.0,1
1275580573.0,US Retina LLC,0.0,69774.0,1
1518959287.0,US Retina LLC,0.0,69774.0,1
1548232820.0,US Retina LLC,0.0,69774.0,1
1700085222.0,US Retina LLC,0.0,69774.0,1
1881686558.0,US Retina LLC,0.0,69774.0,1
1861424210.0,"SPR Therapeutics, Inc",0.0,69585.0,1
1932377900.0,"Sonex Health, Inc.",0.0,69378.73,1
1659348738.0,Responsive Arthroscopy Inc,0.0,69229.38,1
1841491396.0,Catalyst Orthoscience,0.0,68849.27,1
1043216864.0,"Novapproach Spine, LLC",0.0,68750.0,1
1053525907.0,"Shoulder Innovations, Inc.",0.0,68300.0,1
1164476719.0,"Shoulder Innovations, Inc.",0.0,68300.0,1
1194946095.0,"Shoulder Innovations, Inc.",0.0,68300.0,1
1205926268.0,"Shoulder Innovations, Inc.",0.0,68300.0,1
1477617496.0,"Shoulder Innovations, Inc.",0.0,68300.0,1
1952340408.0,US Retina LLC,38127.0,67949.0,1
1306006226.0,US Retina LLC,38127.0,67946.0,1
1316921117.0,"Sonex Health, Inc.",0.0,67885.81,1
1194742833.0,"4WEB, Inc.",0.0,67874.19,1
1710140595.0,"4WEB, INC.",0.0,67822.38,1
1144205519.0,"Viseon, Inc.",0.0,67601.7,1
1982680179.0,Pristine Surgical LLC,67477.44,67477.44,1
1275641581.0,SiteSaver Inc.,0.0,67403.0,1
1447330535.0,"NovApproach Spine, LLC",0.0,67009.0,1
1407959000.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1659372290.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1669543443.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1932157732.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1982637831.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1992757181.0,"Spinal Simplicity, LLC",0.0,66900.0,1
1619197621.0,"4WEB, INC.",0.0,66016.11,1
1235182163.0,CENTERLINE BIOMEDICAL INC.,0.0,66000.0,1
1831147123.0,"4WEB, INC.",0.0,65933.67,1
1639345242.0,"Spinal Simplicity, LLC",0.0,65538.47,1
1831254127.0,Lazurite Inc.,20000.0,65010.0,1
1285639955.0,"OsteoCentric Technologies, Inc.",0.0,64996.0,1
1013909340.0,"SPR Therapeutics, Inc",0.0,64805.0,1
1730169855.0,"BrainScope Company, Inc.",13049.0,64709.53,1
1033105929.0,US Retina LLC,55391.0,64538.0,1
1134238694.0,PhotoniCare Inc,50000.0,64278.15,1
1144226796.0,"Zimmer Biomet Holdings, Inc.",75325.12,64223.04,1
1073738613.0,"Aegis Spine, Inc.",0.0,64141.0,1
1821063439.0,HAPPE Spine,14000.0,64001.23,1
1629054184.0,Scientia Vascular,73900.0,63997.4,1
1508807462.0,"Providence Medical Technology, Inc.",63701.0,63701.0,1
1003830613.0,"Preceptis Medical, Inc.",0.0,63665.0,1
1609816479.0,"Woven Orthopedic Technologies, LLC",0.0,63616.7,1
1770562407.0,Pristine Surgical LLC,63578.04,63578.04,1
1164626743.0,CENTERLINE BIOMEDICAL INC.,0.0,63088.14,1
1881682722.0,"Atlas Spine, Inc.",100000.0,63000.0,1
1982650842.0,"Atlas Spine, Inc.",100000.0,63000.0,1
1407882921.0,ORTHALIGN INC,62599.96,62599.96,1
1265431720.0,Responsive Arthroscopy Inc,0.0,62598.36,1
1477543072.0,"OMNIlife science, Inc",62500.0,62500.0,1
1871761577.0,"TearOptix, Inc.",50050.0,62500.0,1
1073592606.0,"Providence Medical Technology, Inc.",62499.0,62499.0,1
1659319689.0,"ENDOTRONIX, INC.",0.0,62310.27,1
1639565930.0,"SweetBio, Inc.",62000.0,62000.0,1
1124087846.0,"Tyber Medical, LLC",0.0,61992.0,1
1457336091.0,"Sonex Health, Inc.",0.0,61942.84,1
1144419227.0,Centerline Biomedical Inc.,0.0,61848.49,1
1225004815.0,CENTERLINE BIOMEDICAL INC.,0.0,61800.01,1
1962799221.0,"Amplify Surgical, Inc.",200000.0,61311.5,2
1255369526.0,US Retina LLC,0.0,60887.0,1
1306806641.0,US Retina LLC,0.0,60887.0,1
1790744746.0,US Retina LLC,0.0,60887.0,1
1801883822.0,US Retina LLC,0.0,60887.0,1
1487611299.0,"Cardio Flow, Inc.",67500.0,60750.0,1
1376572883.0,"Zimmer Biomet Holdings, Inc.",71236.75,60737.25,1
1962070912.0,"Surgical Planning Associates, Inc.",60732.0,60732.0,1
1043584949.0,"SN Holdings, LLC",0.0,60383.21,2
1083668594.0,"SN Holdings, LLC",0.0,60383.21,2
1104187632.0,"SN Holdings, LLC",0.0,60383.21,2
1194841452.0,"SN Holdings, LLC",0.0,60383.21,2
1265669683.0,"SN Holdings, LLC",0.0,60383.21,2
1356538904.0,"SN Holdings, LLC",0.0,60383.21,2
1366429813.0,"SN Holdings, LLC",0.0,60383.21,2
1497721526.0,"SN Holdings, LLC",0.0,60383.21,2
1598743031.0,"SN Holdings, LLC",0.0,60383.21,2
1710118682.0,"SN Holdings, LLC",0.0,60383.21,2
1720245301.0,"SN Holdings, LLC",0.0,60383.21,2
1760460208.0,"SN Holdings, LLC",0.0,60383.21,2
1851352009.0,"SN Holdings, LLC",0.0,60383.21,2
1386672889.0,Innovation Technologies Inc,8.01,60075.0,1
1992827711.0,Convergent Dental Inc.,0.0,60000.16,1
1255315685.0,Lazurite Inc.,0.0,60000.0,1
1417155474.0,Gramercy Extremity Orthopedics LLC,60000.0,60000.0,1
1528520954.0,"Vantis Vascular, Inc.",60000.0,60000.0,1
1669550349.0,"Vantis Vascular, Inc.",60000.0,60000.0,1
1790945228.0,Lazurite Inc.,0.0,60000.0,1
1689635807.0,"EyePoint Pharmaceuticals US, Inc.",0.0,59992.07,1
1063403459.0,The North Carolina Mutual Wholesale Drug Company Inc,2888.0,59926.0,1
1134110851.0,The North Carolina Mutual Wholesale Drug Company Inc,2888.0,59926.0,1
1669685715.0,"Imperative Care, Inc",82119.0,59857.0,1
1043274111.0,US Retina LLC,0.0,59628.0,1
1164476719.0,"Genesis Software Innovations, LLC",0.0,59039.03,1
1225015472.0,"Sonex Health, Inc.",0.0,58999.92,1
1245390095.0,"OsteoCentric Technologies, Inc.",0.0,58975.0,1
1669423539.0,"Alafair Biosciences, Inc.",0.0,58930.0,1
1669607172.0,"Alafair Biosciences, Inc.",0.0,58930.0,1
1720263619.0,Nanovis LLC,3065.57,58890.7,1
1316258015.0,"Centinel Spine, LLC",0.0,58754.0,2
1184179210.0,"HISTOSONICS, INC.",0.0,58750.0,1
1902034283.0,"Alafair Biosciences, Inc.",0.0,58739.0,1
1699729244.0,Applied Medical Corporation,0.0,58467.6,2
1396745139.0,"Spinal Simplicity, LLC",50000.0,58196.71,1
1447209796.0,"Spinal Simplicity, LLC",50000.0,58196.71,1
1467661223.0,"Spinal Simplicity, LLC",50000.0,58196.71,1
1871664847.0,"Spinal Simplicity, LLC",0.0,58196.71,1
1922090794.0,"Spinal Simplicity, LLC",0.0,58196.71,1
1386932200.0,"Aadi Bioscience, Inc.",57999.02,57999.02,1
1841267093.0,"Aadi Bioscience, Inc.",57999.02,57999.02,1
1225323488.0,"Imperative Care, Inc",25000.0,57892.0,1
1750355103.0,Scientia Vascular,30882.54,57626.82,1
1588675243.0,"SPR Therapeutics, Inc",0.0,57388.76,1
1912936162.0,"SPR Therapeutics, Inc",0.0,57388.76,1
1427184803.0,Aidoc Medical Ltd,57040.0,57040.0,1
1851388607.0,Perfuze Limited,56935.88,56935.88,1
1710109426.0,Milestone Scientific Inc.,0.0,56631.07,1
1376546101.0,Access Vascular Inc,0.0,56460.56,1
1144296336.0,Lazurite Inc.,0.0,56255.0,1
1184622060.0,"Spine Wave, Inc.",0.0,55929.0,1
1598853863.0,Pristine Surgical LLC,55844.92,55844.92,1
1144259433.0,"Manual Surgical Sciences, LLC",0.0,55358.73,1
1063445138.0,Valencia Technologies Corporation,0.0,55300.0,1
1134486509.0,CENTERLINE BIOMEDICAL INC.,0.0,55110.0,2
1225291545.0,"Vantis Vascular, Inc.",55000.0,55000.0,1
1134327745.0,InspireMD Ltd,54914.0,54914.0,1
1982642518.0,ExThera Medical Corporation,54808.22,54808.22,1
1144292368.0,SiteSaver Inc.,0.0,54744.0,1
,"Spinal Simplicity, LLC",0.0,54615.4,1
1730174061.0,Shape Memory Medical Inc.,0.0,54559.57,1
1205816113.0,"BrainScope Company, Inc.",8626.0,54456.26,1
1932179736.0,Lazurite Inc.,0.0,54455.0,1
1083670962.0,Lazurite Inc.,0.0,54413.72,1
1700178035.0,"GLW, Inc",25000.0,54378.0,1
1902859069.0,"Provisio Medical, Inc.",25000.0,54043.0,1
1881701829.0,Responsive Arthroscopy Inc,0.0,53919.36,1
1245362730.0,Pediatric Alliance LLC,0.0,53524.29,1
1356473847.0,Pediatric Alliance LLC,0.0,53524.29,1
1366574857.0,Pediatric Alliance LLC,0.0,53524.29,1
1558493049.0,Pediatric Alliance LLC,0.0,53524.29,1
1710904172.0,"Agile Devices, Inc.",40000.0,53077.53,2
1790707966.0,Lazurite Inc.,0.0,53033.0,1
1457328304.0,"Provisio Medical, Inc.",23962.0,53005.0,1
1386693752.0,"LENSAR, INC.",7833.81,52969.5,1
1093033920.0,Digital Diagnostics Inc.,1180.76,52839.01,1
1154366904.0,Digital Diagnostics Inc.,1180.76,52839.01,1
1477831527.0,"Genesis Software Innovations, LLC",0.0,52795.45,1
1750318887.0,Digital Diagnostics Inc.,1179.6,52787.1,1
1528200177.0,"Agile Devices, Inc.",40000.0,52712.92,2
1457472623.0,"EvoEndo, Inc",76005.0,52638.25,1
1780752873.0,Lazurite Inc.,25000.0,52471.0,1
1083078745.0,CENTERLINE BIOMEDICAL INC.,0.0,52458.0,1
1326246190.0,SiteSaver Inc.,0.0,52418.0,1
1972723054.0,CENTERLINE BIOMEDICAL INC.,0.0,52348.12,1
1801057179.0,Lazurite Inc.,0.0,52217.0,1
1053433375.0,"Alafair Biosciences, Inc.",0.0,52132.0,1
1508889205.0,"Alafair Biosciences, Inc.",0.0,52132.0,1
1912062753.0,"Alafair Biosciences, Inc.",0.0,52132.0,1
1306803366.0,Shape Memory Medical Inc.,0.0,51787.2,1
1033293451.0,The North Carolina Mutual Wholesale Drug Company Inc,2527.0,51623.0,1
1093738759.0,Responsive Arthroscopy Inc,0.0,51344.04,1
1841279197.0,"Sonex Health, Inc.",0.0,51227.92,1
1235161449.0,"Viseon, Inc.",1200.0,51200.4,1
1760487128.0,"Woven Orthopedic Technologies, LLC",25000.0,51101.53,2
1023084928.0,New Wave Endo-Surgical Corp.,51000.0,51000.0,1
1104141993.0,Lazurite Inc.,0.0,50664.0,2
1972946432.0,Lazurite Inc.,0.0,50663.509999999995,2
1104855667.0,"Zimmer Biomet Holdings, Inc.",59343.31,50596.77,1
1578514840.0,PhotoniCare Inc,75000.2,50290.01,1
1023015195.0,"Zimmer Biomet Holdings, Inc.",58723.86,50068.62,1
1164489597.0,"Spinal Surgical Strategies, Inc.",0.0,50050.0,1
1306008297.0,Valencia Technologies Corporation,0.0,50050.0,1
1508820044.0,"Spinal Surgical Strategies, Inc.",0.0,50050.0,1
1689689275.0,Valencia Technologies Corporation,0.0,50003.0,1
1720053184.0,HAPPE Spine,0.0,50001.23,1
1548498975.0,"Novapproach Spine, LLC",0.0,50001.0,1
1558421966.0,"CapsoVision, Inc.",0.0,50000.35,1
1689705428.0,"CapsoVision, Inc.",0.0,50000.35,1
1013960129.0,Valencia Technologies Corporation,0.0,50000.0,1
1063403442.0,Lazurite Inc.,0.0,50000.0,1
1063407765.0,Lazurite Inc.,0.0,50000.0,1
1073710067.0,Valencia Technologies Corporation,0.0,50000.0,1
1073722112.0,Valencia Technologies Corporation,0.0,50000.0,1
1073771309.0,Vasorum USA Inc.,50000.0,50000.0,1
1093954497.0,Valencia Technologies Corporation,0.0,50000.0,1
1104962109.0,Pristine Surgical LLC,50000.0,50000.0,1
1114984911.0,SiteSaver Inc.,0.0,50000.0,1
1124065941.0,"Woven Orthopedic Technologies, LLC",0.0,50000.0,1
1124208459.0,Vasorum USA Inc.,50000.0,50000.0,1
1134295165.0,Philadelphia Medical Management Company LLC,0.0,50000.0,1
1154323921.0,SiteSaver Inc.,0.0,50000.0,1
1154390458.0,New Wave Endo-Surgical Corp.,50000.0,50000.0,1
1154396901.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1154442507.0,Valencia Technologies Corporation,0.0,50000.0,1
1154468833.0,AxioMed LLC,0.0,50000.0,1
1154645711.0,"Agile Devices, Inc.",50000.0,50000.0,1
1174708135.0,"EvoEndo, Inc",1010.0,50000.0,1
1184627333.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1205128220.0,HAPPE Spine,0.0,50000.0,1
1265665939.0,Vasorum USA Inc.,50000.0,50000.0,1
1275777583.0,Lazurite Inc.,50000.0,50000.0,1
1285854299.0,"Collaborative Care Diagnostics, LLC",0.0,50000.0,1
1306878228.0,Cornerstone Specialty Network LLC,0.0,50000.0,1
1326068669.0,Philadelphia Medical Management Company LLC,0.0,50000.0,1
1356375778.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1366744930.0,AxioMed LLC,0.0,50000.0,1
1376587758.0,"Woven Orthopedic Technologies, LLC",0.0,50000.0,1
1396743753.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1447386560.0,"Woven Orthopedic Technologies, LLC",0.0,50000.0,1
1457510505.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1497963896.0,Lazurite Inc.,0.0,50000.0,1
1508814989.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1508816034.0,AxioMed LLC,0.0,50000.0,1
1518944644.0,Valencia Technologies Corporation,0.0,50000.0,1
1518976547.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1548250244.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1548267529.0,Vasorum USA Inc.,50000.0,50000.0,1
1568462943.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1568494870.0,Access Vascular Inc,0.0,50000.0,1
1568529741.0,Valencia Technologies Corporation,0.0,50000.0,1
1588084362.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1598099376.0,Vasorum USA Inc.,50000.0,50000.0,1
1598853863.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1609081900.0,"Providence Medical Technology, Inc.",50000.0,50000.0,1
1609974443.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1619003589.0,"Checkpoint Surgical, Inc",0.0,50000.0,1
1619110186.0,DuraStat LLC,0.0,50000.0,1
1619267374.0,HAPPE Spine,50000.0,50000.0,1
1629415682.0,Lazurite Inc.,0.0,50000.0,1
1649259227.0,Valencia Technologies Corporation,0.0,50000.0,1
1669409439.0,Valencia Technologies Corporation,0.0,50000.0,1
1669414488.0,FEMSelect Inc.,50000.0,50000.0,1
1669414488.0,Valencia Technologies Corporation,0.0,50000.0,1
1679510366.0,Lazurite Inc.,0.0,50000.0,1
1679548234.0,Vasorum USA Inc.,50000.0,50000.0,1
1679712152.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1710237250.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1730166844.0,SiteSaver Inc.,0.0,50000.0,1
1740260041.0,NanoFuse Biologics LLC,0.0,50000.0,1
1750517520.0,Vasorum USA Inc.,50000.0,50000.0,1
1760451827.0,New Wave Endo-Surgical Corp.,50000.0,50000.0,1
1780667667.0,Lazurite Inc.,0.0,50000.0,1
1821013020.0,Gramercy Extremity Orthopedics LLC,50000.0,50000.0,1
1831154798.0,"Cardio Flow, Inc.",50000.0,50000.0,1
1841336310.0,Valencia Technologies Corporation,0.0,50000.0,1
1851369813.0,"Vantis Vascular, Inc.",50000.0,50000.0,1
1861481590.0,Cornerstone Specialty Network LLC,0.0,50000.0,1
1891778775.0,Lazurite Inc.,0.0,50000.0,1
1891790770.0,"TearOptix, Inc.",50000.0,50000.0,1
1891794277.0,Vasorum USA Inc.,50000.0,50000.0,1
